seqnames	start	end	width	strand	gene_name	SHSY5Y_H3K27ac_norm	SHSY5Y_H3K4me1_norm	SHSY5Y_H3K4me3_norm	SHSY5Y_H3K27me3_norm	SHSY5Y_GATA2_norm	SHSY5Y_GATA3_norm	SKNSH_CTCF_norm	SKNSH_H3K27me3_norm	BE2C_PHOX2B_norm	BE2C_HAND2_norm	BE2C_MYCN_norm	BE2C_ISL1_norm	BE2C_TBX2_norm	BE2C_GATA3_norm	Kelly_GATA3_norm	Kelly_ISL1_norm	Kelly_HAND2_norm	Kelly_MYCN_norm	Kelly_PHOX2B_norm	Kelly_TBX2_norm	Kelly_LMO1_norm	Kelly_ASCL1_norm	CLB.GA_PHOX2B_norm	CLB.GA_GATA3_norm	CLB.GA_HAND2_norm	SHSY5Y_ATAC_norm
chr4	39770870	39771871	1002	*	ZBTB12BP	7.98403193612774	4.99001996007984	4.99001996007984	3.99201596806387	30.938123752495	8.98203592814371	22.9540918163673	4.99001996007984	5.98802395209581	19.9600798403194	1.99600798403194	6.98602794411178	4.99001996007984	8.98203592814371	8.98203592814371	12.9740518962076	10.9780439121756	6.98602794411178	1.99600798403194	1.99600798403194	12.9740518962076	2.9940119760479	5.98802395209581	3.99201596806387	4.99001996007984	31.936127744511
chr4	39972296	39973297	1002	*	AC098591.1	1.99600798403194	9.98003992015968	3.99201596806387	2.9940119760479	32.9341317365269	31.936127744511	11.9760479041916	6.98602794411178	8.98203592814371	25.9481037924152	6.98602794411178	19.9600798403194	10.9780439121756	10.9780439121756	14.9700598802395	15.9680638722555	17.9640718562874	6.98602794411178	10.9780439121756	7.98403193612774	18.9620758483034	5.98802395209581	25.9481037924152	6.98602794411178	20.9580838323353	7.98403193612774
chr4	39972941	39973942	1002	*	AC098591.2	5.98802395209581	19.9600798403194	6.98602794411178	5.98802395209581	31.936127744511	25.9481037924152	23.9520958083832	9.98003992015968	5.98802395209581	20.9580838323353	8.98203592814371	17.9640718562874	14.9700598802395	10.9780439121756	3.99201596806387	11.9760479041916	18.9620758483034	5.98802395209581	7.98403193612774	6.98602794411178	18.9620758483034	5.98802395209581	12.9740518962076	6.98602794411178	19.9600798403194	7.98403193612774
chr4	39972943	39973944	1002	*	PABPC1P1	5.98802395209581	19.9600798403194	5.98802395209581	5.98802395209581	31.936127744511	25.9481037924152	23.9520958083832	9.98003992015968	5.98802395209581	20.9580838323353	8.98203592814371	17.9640718562874	14.9700598802395	10.9780439121756	3.99201596806387	11.9760479041916	18.9620758483034	5.98802395209581	7.98403193612774	6.98602794411178	18.9620758483034	5.98802395209581	12.9740518962076	6.98602794411178	19.9600798403194	7.98403193612774
chr4	39977455	39978456	1002	*	PDS5A	528.942115768463	41.9161676646707	666.666666666667	5.98802395209581	103.792415169661	19.9600798403194	1218.5628742515	0.998003992015968	35.9281437125749	58.8822355289421	45.9081836327345	45.9081836327345	64.8702594810379	56.8862275449102	35.9281437125749	21.9560878243513	43.9121756487026	241.516966067864	14.9700598802395	51.8962075848303	75.8483033932136	25.9481037924152	9.98003992015968	5.98802395209581	29.940119760479	735.528942115769
chr4	40019739	40020740	1002	*	KRT18P25	0	0	3.99201596806387	1.99600798403194	29.940119760479	16.9660678642715	10.9780439121756	8.98203592814371	4.99001996007984	14.9700598802395	1.99600798403194	2.9940119760479	6.98602794411178	14.9700598802395	11.9760479041916	20.9580838323353	15.9680638722555	4.99001996007984	0.998003992015968	8.98203592814371	12.9740518962076	4.99001996007984	9.98003992015968	8.98203592814371	12.9740518962076	18.9620758483034
chr4	40056325	40057326	1002	*	N4BP2	1226.54690618762	11.9760479041916	859.281437125749	2.9940119760479	98.8023952095809	13.9720558882236	619.760479041916	6.98602794411178	25.9481037924152	98.8023952095809	31.936127744511	60.8782435129741	77.8443113772455	53.8922155688623	33.9321357285429	26.9461077844311	63.872255489022	161.676646706587	19.9600798403194	58.8822355289421	52.8942115768463	33.9321357285429	15.9680638722555	2.9940119760479	36.9261477045908	752.49500998004
chr4	40166174	40167175	1002	*	AC095057.3	0	3.99201596806387	2.9940119760479	1.99600798403194	18.9620758483034	41.9161676646707	10.9780439121756	9.98003992015968	6.98602794411178	8.98203592814371	1.99600798403194	9.98003992015968	8.98203592814371	13.9720558882236	12.9740518962076	22.9540918163673	14.9700598802395	5.98802395209581	27.9441117764471	15.9680638722555	15.9680638722555	7.98403193612774	35.9281437125749	15.9680638722555	26.9461077844311	14.9700598802395
chr4	40315984	40316985	1002	*	LINC02265	115.768463073852	97.8043912175649	4.99001996007984	3.99201596806387	33.9321357285429	35.9281437125749	36.9261477045908	7.98403193612774	30.938123752495	34.9301397205589	9.98003992015968	32.9341317365269	32.9341317365269	30.938123752495	17.9640718562874	20.9580838323353	17.9640718562874	22.9540918163673	31.936127744511	19.9600798403194	20.9580838323353	7.98403193612774	30.938123752495	12.9740518962076	33.9321357285429	241.516966067864
chr4	40334828	40335829	1002	*	CHRNA9	37.9241516966068	102.794411177645	0.998003992015968	4.99001996007984	61.87624750499	26.9461077844311	14.9700598802395	7.98403193612774	17.9640718562874	38.9221556886228	8.98203592814371	21.9560878243513	14.9700598802395	25.9481037924152	13.9720558882236	20.9580838323353	38.9221556886228	8.98203592814371	6.98602794411178	12.9740518962076	17.9640718562874	5.98802395209581	14.9700598802395	21.9560878243513	31.936127744511	152.694610778443
chr4	40630374	40631375	1002	*	RBM47	3.99201596806387	5.98802395209581	3.99201596806387	14.9700598802395	39.9201596806387	21.9560878243513	14.9700598802395	14.9700598802395	5.98802395209581	8.98203592814371	4.99001996007984	9.98003992015968	6.98602794411178	23.9520958083832	13.9720558882236	14.9700598802395	12.9740518962076	5.98802395209581	7.98403193612774	8.98203592814371	11.9760479041916	5.98802395209581	10.9780439121756	11.9760479041916	13.9720558882236	50.8982035928144
chr4	40749396	40750397	1002	*	NSUN7	249.500998003992	24.9500998003992	392.215568862276	6.98602794411178	60.8782435129741	12.9740518962076	50.8982035928144	17.9640718562874	14.9700598802395	24.9500998003992	11.9760479041916	18.9620758483034	23.9520958083832	28.9421157684631	15.9680638722555	11.9760479041916	15.9680638722555	11.9760479041916	2.9940119760479	10.9780439121756	22.9540918163673	6.98602794411178	9.98003992015968	4.99001996007984	14.9700598802395	434.131736526946
chr4	40785609	40786610	1002	*	ARL4AP2	1.99600798403194	4.99001996007984	2.9940119760479	2.9940119760479	20.9580838323353	25.9481037924152	8.98203592814371	15.9680638722555	11.9760479041916	15.9680638722555	0.998003992015968	13.9720558882236	8.98203592814371	13.9720558882236	13.9720558882236	19.9600798403194	15.9680638722555	5.98802395209581	6.98602794411178	5.98802395209581	17.9640718562874	7.98403193612774	2.9940119760479	5.98802395209581	8.98203592814371	5.98802395209581
chr4	41216213	41217214	1002	*	APBB2	399.201596806387	45.9081836327345	414.171656686627	6.98602794411178	259.481037924152	54.8902195608783	153.692614770459	6.98602794411178	40.9181636726547	103.792415169661	43.9121756487026	57.8842315369262	69.8602794411178	90.8183632734531	56.8862275449102	30.938123752495	48.9021956087824	61.87624750499	34.9301397205589	40.9181636726547	59.8802395209581	20.9580838323353	22.9540918163673	19.9600798403194	41.9161676646707	532.934131736527
chr4	41255912	41256913	1002	*	UCHL1	117.764471057884	27.9441117764471	258.483033932136	7.98403193612774	147.704590818363	39.9201596806387	63.872255489022	21.9560878243513	41.9161676646707	111.776447105788	38.9221556886228	67.8642714570858	42.9141716566866	70.8582834331337	27.9441117764471	19.9600798403194	49.9001996007984	78.8423153692615	21.9560878243513	23.9520958083832	88.8223552894212	15.9680638722555	21.9560878243513	32.9341317365269	34.9301397205589	638.72255489022
chr4	41256226	41257227	1002	*	UCHL1.AS1	520.958083832335	6.98602794411178	1085.82834331337	9.98003992015968	171.656686626747	35.9281437125749	60.8782435129741	16.9660678642715	38.9221556886228	118.7624750499	50.8982035928144	88.8223552894212	59.8802395209581	74.8502994011976	28.9421157684631	17.9640718562874	51.8962075848303	114.770459081836	23.9520958083832	33.9321357285429	158.682634730539	24.9500998003992	15.9680638722555	25.9481037924152	37.9241516966068	756.487025948104
chr4	41359106	41360107	1002	*	LIMCH1	722.554890219561	262.4750499002	38.9221556886228	5.98802395209581	129.740518962076	28.9421157684631	62.874251497006	17.9640718562874	28.9421157684631	139.720558882236	26.9461077844311	109.780439121757	37.9241516966068	23.9520958083832	15.9680638722555	18.9620758483034	33.9321357285429	10.9780439121756	12.9740518962076	11.9760479041916	18.9620758483034	8.98203592814371	27.9441117764471	12.9740518962076	92.814371257485	494.011976047904
chr4	41388614	41389615	1002	*	RPL12P20	3.99201596806387	5.98802395209581	2.9940119760479	3.99201596806387	28.9421157684631	19.9600798403194	11.9760479041916	10.9780439121756	10.9780439121756	21.9560878243513	7.98403193612774	14.9700598802395	8.98203592814371	12.9740518962076	6.98602794411178	21.9560878243513	19.9600798403194	4.99001996007984	8.98203592814371	10.9780439121756	9.98003992015968	1.99600798403194	15.9680638722555	14.9700598802395	30.938123752495	33.9321357285429
chr4	41747792	41748793	1002	*	AC105389.3	444.111776447106	3.99201596806387	881.2375249501	2.9940119760479	122.754491017964	38.9221556886228	25.9481037924152	38.9221556886228	40.9181636726547	79.8403193612775	18.9620758483034	64.8702594810379	42.9141716566866	42.9141716566866	48.9021956087824	46.9061876247505	58.8822355289421	54.8902195608783	76.8463073852295	53.8922155688623	50.8982035928144	12.9740518962076	192.614770459082	16.9660678642715	75.8483033932136	395.209580838323
chr4	41748469	41749470	1002	*	PHOX2B	441.117764471058	11.9760479041916	431.137724550898	4.99001996007984	169.660678642715	45.9081836327345	37.9241516966068	41.9161676646707	127.744510978044	203.592814371258	28.9421157684631	186.626746506986	97.8043912175649	94.810379241517	120.758483033932	123.75249500998	106.786427145709	76.8463073852295	174.650698602794	93.812375249501	84.8303393213573	22.9540918163673	368.263473053892	28.9421157684631	192.614770459082	753.493013972056
chr4	41794272	41795273	1002	*	AC105389.1	28.9421157684631	20.9580838323353	5.98802395209581	4.99001996007984	16.9660678642715	38.9221556886228	13.9720558882236	14.9700598802395	13.9720558882236	19.9600798403194	7.98403193612774	19.9600798403194	16.9660678642715	17.9640718562874	35.9281437125749	19.9600798403194	34.9301397205589	6.98602794411178	14.9700598802395	19.9600798403194	27.9441117764471	5.98802395209581	26.9461077844311	16.9660678642715	27.9441117764471	46.9061876247505
chr4	41882110	41883111	1002	*	LINC00682	1305.38922155689	28.9421157684631	1103.79241516966	5.98802395209581	116.766467065868	28.9421157684631	441.117764471058	39.9201596806387	229.540918163673	187.624750499002	76.8463073852295	164.670658682635	103.792415169661	59.8802395209581	51.8962075848303	48.9021956087824	82.8343313373254	123.75249500998	232.534930139721	76.8463073852295	67.8642714570858	23.9520958083832	843.313373253493	22.9540918163673	89.8203592814371	467.065868263473
chr4	41894078	41895079	1002	*	AC108210.1	6.98602794411178	20.9580838323353	2.9940119760479	5.98802395209581	33.9321357285429	23.9520958083832	15.9680638722555	23.9520958083832	11.9760479041916	22.9540918163673	7.98403193612774	14.9700598802395	12.9740518962076	18.9620758483034	14.9700598802395	15.9680638722555	23.9520958083832	4.99001996007984	5.98802395209581	8.98203592814371	21.9560878243513	1.99600798403194	8.98203592814371	10.9780439121756	20.9580838323353	74.8502994011976
chr4	41934619	41935620	1002	*	TMEM33	277.445109780439	26.9461077844311	1014.97005988024	4.99001996007984	126.746506986028	35.9281437125749	46.9061876247505	10.9780439121756	47.9041916167665	69.8602794411178	33.9321357285429	44.9101796407186	69.8602794411178	66.8662674650699	30.938123752495	34.9301397205589	48.9021956087824	55.8882235528942	21.9560878243513	30.938123752495	52.8942115768463	25.9481037924152	34.9301397205589	14.9700598802395	54.8902195608783	574.850299401198
chr4	41981195	41982196	1002	*	DCAF4L1	1.99600798403194	2.9940119760479	0	9.98003992015968	29.940119760479	16.9660678642715	12.9740518962076	3.99201596806387	5.98802395209581	6.98602794411178	1.99600798403194	5.98802395209581	2.9940119760479	10.9780439121756	13.9720558882236	17.9640718562874	25.9481037924152	1.99600798403194	2.9940119760479	4.99001996007984	14.9700598802395	4.99001996007984	9.98003992015968	8.98203592814371	10.9780439121756	63.872255489022
chr4	41988736	41989737	1002	*	AC106052.1	10.9780439121756	30.938123752495	30.938123752495	2.9940119760479	18.9620758483034	28.9421157684631	8.98203592814371	11.9760479041916	13.9720558882236	10.9780439121756	5.98802395209581	22.9540918163673	20.9580838323353	27.9441117764471	11.9760479041916	15.9680638722555	21.9560878243513	7.98403193612774	25.9481037924152	17.9640718562874	14.9700598802395	6.98602794411178	20.9580838323353	21.9560878243513	25.9481037924152	39.9201596806387
chr4	41989971	41990972	1002	*	SLC30A9	284.431137724551	13.9720558882236	1315.36926147705	7.98403193612774	70.8582834331337	14.9700598802395	67.8642714570858	6.98602794411178	28.9421157684631	80.8383233532934	26.9461077844311	33.9321357285429	41.9161676646707	46.9061876247505	25.9481037924152	19.9600798403194	43.9121756487026	66.8662674650699	13.9720558882236	26.9461077844311	44.9101796407186	22.9540918163673	10.9780439121756	5.98802395209581	32.9341317365269	779.441117764471
chr4	42028708	42029709	1002	*	ATP1B1P1	5.98802395209581	16.9660678642715	5.98802395209581	5.98802395209581	35.9281437125749	24.9500998003992	9.98003992015968	13.9720558882236	15.9680638722555	27.9441117764471	3.99201596806387	11.9760479041916	10.9780439121756	28.9421157684631	12.9740518962076	17.9640718562874	15.9680638722555	6.98602794411178	3.99201596806387	7.98403193612774	6.98602794411178	6.98602794411178	16.9660678642715	19.9600798403194	22.9540918163673	30.938123752495
chr4	42150527	42151528	1002	*	AC111006.1	549.900199600798	11.9760479041916	1056.88622754491	11.9760479041916	79.8403193612775	18.9620758483034	23.9520958083832	39.9201596806387	15.9680638722555	42.9141716566866	20.9580838323353	32.9341317365269	40.9181636726547	40.9181636726547	26.9461077844311	28.9421157684631	42.9141716566866	54.8902195608783	19.9600798403194	15.9680638722555	30.938123752495	12.9740518962076	15.9680638722555	13.9720558882236	37.9241516966068	267.465069860279
chr4	42152377	42153378	1002	*	BEND4	288.423153692615	52.8942115768463	380.239520958084	2.9940119760479	76.8463073852295	23.9520958083832	40.9181636726547	40.9181636726547	27.9441117764471	81.8363273453094	23.9520958083832	55.8882235528942	46.9061876247505	39.9201596806387	20.9580838323353	27.9441117764471	46.9061876247505	69.8602794411178	20.9580838323353	33.9321357285429	35.9281437125749	16.9660678642715	13.9720558882236	18.9620758483034	38.9221556886228	377.245508982036
chr4	42390767	42391768	1002	*	AC024022.1	8.98203592814371	40.9181636726547	0.998003992015968	2.9940119760479	40.9181636726547	53.8922155688623	10.9780439121756	14.9700598802395	37.9241516966068	37.9241516966068	5.98802395209581	27.9441117764471	13.9720558882236	32.9341317365269	11.9760479041916	13.9720558882236	18.9620758483034	5.98802395209581	20.9580838323353	7.98403193612774	17.9640718562874	5.98802395209581	13.9720558882236	13.9720558882236	31.936127744511	59.8802395209581
chr4	42397338	42398339	1002	*	SHISA3	96.8063872255489	77.8443113772455	76.8463073852295	16.9660678642715	68.8622754491018	11.9760479041916	45.9081836327345	37.9241516966068	21.9560878243513	90.8183632734531	43.9121756487026	47.9041916167665	60.8782435129741	46.9061876247505	20.9580838323353	22.9540918163673	43.9121756487026	74.8502994011976	15.9680638722555	27.9441117764471	31.936127744511	6.98602794411178	10.9780439121756	2.9940119760479	23.9520958083832	478.043912175649
chr4	42471309	42472310	1002	*	RPS7P7	1.99600798403194	2.9940119760479	2.9940119760479	3.99201596806387	33.9321357285429	50.8982035928144	15.9680638722555	10.9780439121756	12.9740518962076	18.9620758483034	3.99201596806387	9.98003992015968	16.9660678642715	8.98203592814371	13.9720558882236	18.9620758483034	11.9760479041916	8.98203592814371	9.98003992015968	10.9780439121756	13.9720558882236	11.9760479041916	15.9680638722555	10.9780439121756	26.9461077844311	21.9560878243513
chr4	42656604	42657605	1002	*	ATP8A1	606.786427145709	11.9760479041916	897.205588822355	5.98802395209581	99.8003992015968	10.9780439121756	54.8902195608783	5.98802395209581	45.9081836327345	184.630738522954	51.8962075848303	97.8043912175649	86.8263473053892	62.874251497006	34.9301397205589	28.9421157684631	68.8622754491018	130.738522954092	12.9740518962076	49.9001996007984	71.8562874251497	9.98003992015968	10.9780439121756	15.9680638722555	39.9201596806387	1138.72255489022
chr4	42656995	42657996	1002	*	AC096734.2	553.892215568862	23.9520958083832	461.077844311377	4.99001996007984	99.8003992015968	11.9760479041916	63.872255489022	6.98602794411178	46.9061876247505	169.660678642715	57.8842315369262	105.788423153693	80.8383233532934	50.8982035928144	43.9121756487026	23.9520958083832	59.8802395209581	109.780439121757	19.9600798403194	43.9121756487026	71.8562874251497	9.98003992015968	20.9580838323353	16.9660678642715	65.8682634730539	1146.70658682635
chr4	42705606	42706607	1002	*	AC096734.1	1.99600798403194	4.99001996007984	3.99201596806387	8.98203592814371	26.9461077844311	30.938123752495	13.9720558882236	11.9760479041916	12.9740518962076	12.9740518962076	5.98802395209581	10.9780439121756	9.98003992015968	10.9780439121756	14.9700598802395	17.9640718562874	16.9660678642715	5.98802395209581	9.98003992015968	7.98403193612774	13.9720558882236	4.99001996007984	9.98003992015968	15.9680638722555	32.9341317365269	13.9720558882236
chr4	43410436	43411437	1002	*	AC098590.1	0	0.998003992015968	0.998003992015968	31.936127744511	12.9740518962076	17.9640718562874	7.98403193612774	15.9680638722555	7.98403193612774	5.98802395209581	1.99600798403194	2.9940119760479	12.9740518962076	9.98003992015968	10.9780439121756	16.9660678642715	11.9760479041916	8.98203592814371	3.99201596806387	10.9780439121756	9.98003992015968	2.9940119760479	10.9780439121756	16.9660678642715	8.98203592814371	1.99600798403194
chr4	43898461	43899462	1002	*	NDUFB4P12	8.98203592814371	2.9940119760479	1.99600798403194	22.9540918163673	14.9700598802395	21.9560878243513	9.98003992015968	8.98203592814371	12.9740518962076	7.98403193612774	3.99201596806387	9.98003992015968	9.98003992015968	14.9700598802395	10.9780439121756	8.98203592814371	9.98003992015968	5.98802395209581	11.9760479041916	7.98403193612774	11.9760479041916	5.98802395209581	19.9600798403194	14.9700598802395	12.9740518962076	10.9780439121756
chr4	44016360	44017361	1002	*	LINC02475	0.998003992015968	9.98003992015968	0.998003992015968	25.9481037924152	27.9441117764471	25.9481037924152	10.9780439121756	7.98403193612774	6.98602794411178	10.9780439121756	4.99001996007984	10.9780439121756	6.98602794411178	7.98403193612774	4.99001996007984	6.98602794411178	11.9760479041916	3.99201596806387	6.98602794411178	12.9740518962076	9.98003992015968	4.99001996007984	11.9760479041916	12.9740518962076	11.9760479041916	34.9301397205589
chr4	44677926	44678927	1002	*	GUF1	325.349301397206	8.98203592814371	820.359281437126	7.98403193612774	189.620758483034	49.9001996007984	75.8483033932136	7.98403193612774	20.9580838323353	81.8363273453094	74.8502994011976	34.9301397205589	44.9101796407186	41.9161676646707	31.936127744511	23.9520958083832	45.9081836327345	214.570858283433	18.9620758483034	27.9441117764471	60.8782435129741	11.9760479041916	13.9720558882236	17.9640718562874	56.8862275449102	1038.92215568862
chr4	44678055	44679056	1002	*	YIPF7	328.343313373254	3.99201596806387	866.26746506986	6.98602794411178	151.696606786427	34.9301397205589	69.8602794411178	7.98403193612774	23.9520958083832	77.8443113772455	73.8522954091816	36.9261477045908	42.9141716566866	42.9141716566866	30.938123752495	23.9520958083832	45.9081836327345	217.564870259481	19.9600798403194	26.9461077844311	60.8782435129741	10.9780439121756	14.9700598802395	20.9580838323353	53.8922155688623	1056.88622754491
chr4	44693885	44694886	1002	*	AC096586.2	0	2.9940119760479	4.99001996007984	2.9940119760479	10.9780439121756	24.9500998003992	6.98602794411178	11.9760479041916	13.9720558882236	9.98003992015968	7.98403193612774	17.9640718562874	2.9940119760479	11.9760479041916	16.9660678642715	11.9760479041916	11.9760479041916	5.98802395209581	19.9600798403194	8.98203592814371	11.9760479041916	7.98403193612774	18.9620758483034	16.9660678642715	30.938123752495	32.9341317365269
