"","Chr.region","start.region","end.region","bins","name","BINS","Chr.bin","start.bin","end.bin","coeff","pval","fdr","speed","no_bins"
"11","chr4",40749815,40752221,"PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00033","Region_1","PHOX2B.00028","chr4","40751669","40751769",0.00251150548876194,0.51439542377688,0.782497893004095,"stable",12
"12","chr4",40749815,40752221,"PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00033","Region_1","PHOX2B.00033","chr4","40752169","40752269",0.00080636183694918,0.809600287090748,0.929744925217592,"early",12
"13","chr4",40753682,40754138,"PHOX2B.00048,PHOX2B.00052","Region_2","PHOX2B.00048","chr4","40753669","40753769",0.00386468700481379,0.408000557404766,0.718548003048995,"stable",2
"14","chr4",40753682,40754138,"PHOX2B.00048,PHOX2B.00052","Region_2","PHOX2B.00052","chr4","40754069","40754169",-0.0024554794347301,0.599439123649696,0.831557068834,"stable",2
"15","chr4",40755891,40756016,"PHOX2B.00070,PHOX2B.00071","Region_3","PHOX2B.00070","chr4","40755869","40755969",0.00321419531108205,0.286409103202553,0.617885714558989,"stable",2
"16","chr4",40755891,40756016,"PHOX2B.00070,PHOX2B.00071","Region_3","PHOX2B.00071","chr4","40755969","40756069",0.00112451581597402,0.702093090066148,0.880868988309415,"early",2
"17","chr4",40756790,40756815,"PHOX2B.00079","Region_4","PHOX2B.00079","chr4","40756769","40756869",-0.00206391371922096,0.593846704419888,0.828823313200753,"early",1
"18","chr4",40758213,40758365,"PHOX2B.00093,PHOX2B.00094","Region_5","PHOX2B.00093","chr4","40758169","40758269",-0.00951324375206384,0.0213132539330521,0.215230401885526,"stable",2
"19","chr4",40758213,40758365,"PHOX2B.00093,PHOX2B.00094","Region_5","PHOX2B.00094","chr4","40758269","40758369",-0.0069203477693788,0.0490276960306046,0.298098338953893,"early",2
"20","chr4",40767877,40768050,"PHOX2B.00190,PHOX2B.00191","Region_6","PHOX2B.00190","chr4","40767869","40767969",-0.0014466138930178,0.538778032950263,0.797784165571004,"early",2
"21","chr4",40767877,40768050,"PHOX2B.00190,PHOX2B.00191","Region_6","PHOX2B.00191","chr4","40767969","40768069",0.00081250398432913,0.787355050404977,0.917940498321419,"stable",2
"22","chr4",40768907,40769346,"PHOX2B.00200,PHOX2B.00204","Region_7","PHOX2B.00200","chr4","40768869","40768969",0.00030883125676074,0.943907112403738,0.981224506789812,"stable",2
"23","chr4",40768907,40769346,"PHOX2B.00200,PHOX2B.00204","Region_7","PHOX2B.00204","chr4","40769269","40769369",-0.00298901188134147,0.413884113679941,0.723131412233971,"early",2
"24","chr4",40771571,40771613,"PHOX2B.00227","Region_8","PHOX2B.00227","chr4","40771569","40771669",-0.00363243032932382,0.398061502209584,0.710359887039897,"early",1
"25","chr4",40774318,40774403,"PHOX2B.00254,PHOX2B.00255","Region_9","PHOX2B.00254","chr4","40774269","40774369",-0.00145834851440443,0.712257080542706,0.885575636471253,"stable",2
"26","chr4",40774318,40774403,"PHOX2B.00254,PHOX2B.00255","Region_9","PHOX2B.00255","chr4","40774369","40774469",-0.00244913539089979,0.490056457015723,0.769865113261995,"stable",2
"27","chr4",40775102,40775126,"PHOX2B.00262","Region_10","PHOX2B.00262","chr4","40775069","40775169",-0.0112938146662755,0.00130328483282154,0.072339348853068,"stable",1
"28","chr4",40782282,40782324,"PHOX2B.00334","Region_11","PHOX2B.00334","chr4","40782269","40782369",-0.00105859885335841,0.842390358403055,0.943619494900028,"early",1
"29","chr4",40788273,40788848,"PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399","Region_12","PHOX2B.00394","chr4","40788269","40788369",0.00440538288602914,0.258969001936477,0.592197267794845,"stable",4
"30","chr4",40788273,40788848,"PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399","Region_12","PHOX2B.00397","chr4","40788569","40788669",-0.0022229228665004,0.520302924680287,0.785118824951881,"stable",4
"31","chr4",40788273,40788848,"PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399","Region_12","PHOX2B.00398","chr4","40788669","40788769",-0.00777748478849465,0.0251670076728303,0.228483264828225,"early",4
"32","chr4",40788273,40788848,"PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399","Region_12","PHOX2B.00399","chr4","40788769","40788869",-0.00776988147976722,0.0206950017528606,0.21226024621328,"stable",4
"33","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00411","chr4","40789969","40790069",-0.00865750947533949,0.025866396892742,0.230914715693093,"early",5
"34","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00412","chr4","40790069","40790169",-0.00530497461192279,0.125068586536342,0.441267133354837,"early",5
"35","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00413","chr4","40790169","40790269",-0.00053389729486235,0.890113383223244,0.963376327882563,"stable",5
"36","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00418","chr4","40790669","40790769",-0.00312091480663684,0.288285081032072,0.619107667920809,"stable",5
"37","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00420","chr4","40790869","40790969",-0.00177698481873405,0.585262759663141,0.824601280198941,"stable",5
"38","chr4",40792794,40792898,"PHOX2B.00439,PHOX2B.00440","Region_14","PHOX2B.00439","chr4","40792769","40792869",-0.00497272812537704,0.108516782493828,0.416699461227161,"early",2
"39","chr4",40792794,40792898,"PHOX2B.00439,PHOX2B.00440","Region_14","PHOX2B.00440","chr4","40792869","40792969",-7.05396103591392e-05,0.985055093027379,0.995564854178876,"early",2
"40","chr4",40793489,40793655,"PHOX2B.00446,PHOX2B.00447","Region_15","PHOX2B.00446","chr4","40793469","40793569",-0.00661358148067957,0.11973881929505,0.434546934694254,"early",2
"41","chr4",40793489,40793655,"PHOX2B.00446,PHOX2B.00447","Region_15","PHOX2B.00447","chr4","40793569","40793669",-0.00097916364445003,0.790970621387466,0.920046637386299,"early",2
"42","chr4",40796691,40796948,"PHOX2B.00478,PHOX2B.00479,PHOX2B.00480","Region_16","PHOX2B.00478","chr4","40796669","40796769",-0.00023611525432476,0.943004975650314,0.98082573235438,"early",3
"43","chr4",40796691,40796948,"PHOX2B.00478,PHOX2B.00479,PHOX2B.00480","Region_16","PHOX2B.00479","chr4","40796769","40796869",-0.00230978112043316,0.510036917396634,0.77959402712732,"early",3
"44","chr4",40796691,40796948,"PHOX2B.00478,PHOX2B.00479,PHOX2B.00480","Region_16","PHOX2B.00480","chr4","40796869","40796969",-0.00127694665782885,0.733579327915511,0.894469347483127,"stable",3
"45","chr4",40797689,40797952,"PHOX2B.00488,PHOX2B.00489,PHOX2B.00490","Region_17","PHOX2B.00488","chr4","40797669","40797769",0.00255884991117933,0.358015714481144,0.678379241504914,"early",3
"46","chr4",40797689,40797952,"PHOX2B.00488,PHOX2B.00489,PHOX2B.00490","Region_17","PHOX2B.00489","chr4","40797769","40797869",-0.00025323459286247,0.935094094309472,0.978460274868765,"early",3
"47","chr4",40797689,40797952,"PHOX2B.00488,PHOX2B.00489,PHOX2B.00490","Region_17","PHOX2B.00490","chr4","40797869","40797969",-0.00026076109948668,0.933705556255245,0.977975574173648,"stable",3
"48","chr4",40798878,40799063,"PHOX2B.00500,PHOX2B.00501","Region_18","PHOX2B.00500","chr4","40798869","40798969",-0.00151643140319876,0.59836947740684,0.830831349275538,"early",2
"49","chr4",40798878,40799063,"PHOX2B.00500,PHOX2B.00501","Region_18","PHOX2B.00501","chr4","40798969","40799069",-0.00109983239139674,0.729846126480259,0.892977522178034,"stable",2
"50","chr4",40800976,40801227,"PHOX2B.00521,PHOX2B.00522,PHOX2B.00523","Region_19","PHOX2B.00521","chr4","40800969","40801069",0.00018701933575996,0.960065148546274,0.987267598614608,"early",3
"51","chr4",40800976,40801227,"PHOX2B.00521,PHOX2B.00522,PHOX2B.00523","Region_19","PHOX2B.00522","chr4","40801069","40801169",0.0030220599410872,0.376046947188102,0.693478209074672,"stable",3
"52","chr4",40800976,40801227,"PHOX2B.00521,PHOX2B.00522,PHOX2B.00523","Region_19","PHOX2B.00523","chr4","40801169","40801269",0.002536323096488,0.325969085456932,0.652445363985191,"early",3
"53","chr4",40802110,40802544,"PHOX2B.00532,PHOX2B.00533,PHOX2B.00536","Region_20","PHOX2B.00532","chr4","40802069","40802169",-0.004010576501139,0.318447284220134,0.645682583104039,"stable",3
"54","chr4",40802110,40802544,"PHOX2B.00532,PHOX2B.00533,PHOX2B.00536","Region_20","PHOX2B.00533","chr4","40802169","40802269",-0.00327963954975588,0.381949407323818,0.697492913013399,"stable",3
"55","chr4",40802110,40802544,"PHOX2B.00532,PHOX2B.00533,PHOX2B.00536","Region_20","PHOX2B.00536","chr4","40802469","40802569",-0.00832665901104273,0.0104274039079926,0.162395643046583,"early",3
"56","chr4",40803683,40803834,"PHOX2B.00548,PHOX2B.00549","Region_21","PHOX2B.00548","chr4","40803669","40803769",-0.00561459199748958,0.244871190523209,0.579451099351864,"stable",2
"57","chr4",40803683,40803834,"PHOX2B.00548,PHOX2B.00549","Region_21","PHOX2B.00549","chr4","40803769","40803869",-0.00871086799010399,0.0326096057496501,0.255185043028263,"stable",2
"58","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00556","chr4","40804469","40804569",0.00480546584210563,0.0685168604931408,0.341217229906728,"early",5
"59","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00559","chr4","40804769","40804869",-0.00039768207262101,0.899710434878187,0.966150234538491,"stable",5
"60","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00560","chr4","40804869","40804969",-0.00375102905270331,0.217918218271195,0.555102264150677,"stable",5
"61","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00561","chr4","40804969","40805069",-0.00590666045457553,0.103512255813741,0.407398318186206,"early",5
"62","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00564","chr4","40805269","40805369",-0.00340761420501192,0.130704744437817,0.449193473332021,"stable",5
"63","chr4",40806590,40807157,"PHOX2B.00577,PHOX2B.00578,PHOX2B.00581,PHOX2B.00582","Region_23","PHOX2B.00577","chr4","40806569","40806669",0.00146652424332271,0.722997424112579,0.889413412051983,"early",4
"64","chr4",40806590,40807157,"PHOX2B.00577,PHOX2B.00578,PHOX2B.00581,PHOX2B.00582","Region_23","PHOX2B.00578","chr4","40806669","40806769",-0.00431564939924335,0.246513723176328,0.580880929523279,"stable",4
"65","chr4",40806590,40807157,"PHOX2B.00577,PHOX2B.00578,PHOX2B.00581,PHOX2B.00582","Region_23","PHOX2B.00581","chr4","40806969","40807069",0.00260386917057172,0.284665970458647,0.616253379029081,"stable",4
"66","chr4",40806590,40807157,"PHOX2B.00577,PHOX2B.00578,PHOX2B.00581,PHOX2B.00582","Region_23","PHOX2B.00582","chr4","40807069","40807169",0.00313796649428822,0.258439474204528,0.592135409384003,"early",4
"67","chr4",40808905,40808942,"PHOX2B.00600","Region_24","PHOX2B.00600","chr4","40808869","40808969",-0.00631294064220998,0.172021160583417,0.505799112048299,"stable",1
"68","chr4",40809780,40810848,"PHOX2B.00609,PHOX2B.00612,PHOX2B.00617,PHOX2B.00619","Region_25","PHOX2B.00609","chr4","40809769","40809869",-0.00327083472901133,0.371527841898904,0.690646965326297,"stable",4
"69","chr4",40809780,40810848,"PHOX2B.00609,PHOX2B.00612,PHOX2B.00617,PHOX2B.00619","Region_25","PHOX2B.00612","chr4","40810069","40810169",0.00130520977210929,0.675941380366372,0.86965438558754,"stable",4
"70","chr4",40809780,40810848,"PHOX2B.00609,PHOX2B.00612,PHOX2B.00617,PHOX2B.00619","Region_25","PHOX2B.00617","chr4","40810569","40810669",-0.00539808537652134,0.127878201324395,0.446452434394125,"early",4
"71","chr4",40809780,40810848,"PHOX2B.00609,PHOX2B.00612,PHOX2B.00617,PHOX2B.00619","Region_25","PHOX2B.00619","chr4","40810769","40810869",-0.00148113842168874,0.675098939847819,0.869267654199019,"early",4
"72","chr4",40811595,40811631,"PHOX2B.00627","Region_26","PHOX2B.00627","chr4","40811569","40811669",-0.00168959589102362,0.658545748798652,0.861793611171442,"early",1
"73","chr4",40816430,40816541,"PHOX2B.00675,PHOX2B.00676","Region_27","PHOX2B.00675","chr4","40816369","40816469",-0.00911661646324799,0.00389013238638378,0.111795709459743,"early",2
"74","chr4",40816430,40816541,"PHOX2B.00675,PHOX2B.00676","Region_27","PHOX2B.00676","chr4","40816469","40816569",-0.0080353405853745,0.0208649961601328,0.213098618108236,"stable",2
"75","chr4",40818796,40818868,"PHOX2B.00699","Region_28","PHOX2B.00699","chr4","40818769","40818869",-0.00307949336838554,0.321554107259465,0.648448024758816,"early",1
"76","chr4",40819970,40820068,"PHOX2B.00711","Region_29","PHOX2B.00711","chr4","40819969","40820069",0.00166602290741582,0.535914942906452,0.795872494069252,"stable",1
"77","chr4",40820708,40820860,"PHOX2B.00718,PHOX2B.00719","Region_30","PHOX2B.00718","chr4","40820669","40820769",-0.00790301879349412,0.137556284723445,0.459978754135207,"early",2
"78","chr4",40820708,40820860,"PHOX2B.00718,PHOX2B.00719","Region_30","PHOX2B.00719","chr4","40820769","40820869",-0.00268901863735118,0.592167542943187,0.828242718712519,"stable",2
"79","chr4",40821686,40821932,"PHOX2B.00728,PHOX2B.00729,PHOX2B.00730","Region_31","PHOX2B.00728","chr4","40821669","40821769",-0.00671760053377064,0.0433837871241558,0.284178249932337,"early",3
"80","chr4",40821686,40821932,"PHOX2B.00728,PHOX2B.00729,PHOX2B.00730","Region_31","PHOX2B.00729","chr4","40821769","40821869",-0.0057141526641757,0.0635905959386935,0.331676851016658,"early",3
"81","chr4",40821686,40821932,"PHOX2B.00728,PHOX2B.00729,PHOX2B.00730","Region_31","PHOX2B.00730","chr4","40821869","40821969",-0.00681648858776313,0.022865020611219,0.223478515301821,"stable",3
"82","chr4",40822782,40822957,"PHOX2B.00739,PHOX2B.00740","Region_32","PHOX2B.00739","chr4","40822769","40822869",0.0107067793687085,0.00662551427503683,0.13587445718815,"early",2
"83","chr4",40822782,40822957,"PHOX2B.00739,PHOX2B.00740","Region_32","PHOX2B.00740","chr4","40822869","40822969",-0.00082870109613692,0.887501250150077,0.962673063051028,"stable",2
"84","chr4",40823797,40823865,"PHOX2B.00749","Region_33","PHOX2B.00749","chr4","40823769","40823869",0.00207870848840391,0.496113609378898,0.772968632230007,"early",1
"85","chr4",40825500,40825729,"PHOX2B.00766,PHOX2B.00767,PHOX2B.00768","Region_34","PHOX2B.00766","chr4","40825469","40825569",0.00108528299029524,0.584540059158242,0.824290699831629,"early",3
"86","chr4",40825500,40825729,"PHOX2B.00766,PHOX2B.00767,PHOX2B.00768","Region_34","PHOX2B.00767","chr4","40825569","40825669",0.00363537865348749,0.0590225110555516,0.323299525837533,"stable",3
"87","chr4",40825500,40825729,"PHOX2B.00766,PHOX2B.00767,PHOX2B.00768","Region_34","PHOX2B.00768","chr4","40825669","40825769",0.00173265515437011,0.365386248939473,0.684729895624525,"stable",3
"88","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00783","chr4","40827169","40827269",0.00122798809596854,0.780694325553631,0.9151133939529,"stable",6
"89","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00784","chr4","40827269","40827369",0.00150756443545818,0.66403645591723,0.864063985614825,"early",6
"90","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00785","chr4","40827369","40827469",-0.0017571485694059,0.577175849940705,0.820322479247186,"early",6
"91","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00786","chr4","40827469","40827569",-0.00102609065039653,0.758561938610513,0.9055612288686,"stable",6
"92","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00787","chr4","40827569","40827669",-0.0006853107411818,0.826929851206652,0.937081379191785,"early",6
"93","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00789","chr4","40827769","40827869",0.00136319798630725,0.688726617595283,0.875984484643822,"stable",6
"94","chr4",40829299,40829854,"PHOX2B.00804,PHOX2B.00809","Region_36","PHOX2B.00804","chr4","40829269","40829369",-0.00279733886190466,0.249032495965038,0.583274817719022,"stable",2
"95","chr4",40829299,40829854,"PHOX2B.00804,PHOX2B.00809","Region_36","PHOX2B.00809","chr4","40829769","40829869",-0.00222281483411963,0.442923971415504,0.742515799905615,"stable",2
"96","chr4",40831307,40831758,"PHOX2B.00824,PHOX2B.00826,PHOX2B.00827,PHOX2B.00828","Region_37","PHOX2B.00824","chr4","40831269","40831369",8.17957350717306e-05,0.978126787840559,0.992549409772917,"stable",4
"97","chr4",40831307,40831758,"PHOX2B.00824,PHOX2B.00826,PHOX2B.00827,PHOX2B.00828","Region_37","PHOX2B.00826","chr4","40831469","40831569",-0.00785800891230322,0.00118773406936168,0.0694930182847167,"early",4
"98","chr4",40831307,40831758,"PHOX2B.00824,PHOX2B.00826,PHOX2B.00827,PHOX2B.00828","Region_37","PHOX2B.00827","chr4","40831569","40831669",-0.00476400094128767,0.125236151917153,0.441588135106248,"stable",4
"99","chr4",40831307,40831758,"PHOX2B.00824,PHOX2B.00826,PHOX2B.00827,PHOX2B.00828","Region_37","PHOX2B.00828","chr4","40831669","40831769",-0.00680022631871773,0.0439609377780473,0.285577841564107,"stable",4
"100","chr4",40832273,40832348,"PHOX2B.00834","Region_38","PHOX2B.00834","chr4","40832269","40832369",0.00086793696229327,0.772771866411078,0.910914931512092,"early",1
"101","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00840","chr4","40832869","40832969",-0.00830569182610128,0.00272248865110166,0.0954469134431301,"early",11
"102","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00841","chr4","40832969","40833069",-0.00719703579456065,0.0168945345247667,0.196036534581068,"early",11
"103","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00842","chr4","40833069","40833169",-0.00989762612064234,0.00330359462476971,0.102307431314859,"early",11
"104","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00846","chr4","40833469","40833569",0.00096441609176095,0.776530685702597,0.912977365927268,"stable",11
"105","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00847","chr4","40833569","40833669",0.003928091612234,0.226133107063817,0.563158090241264,"stable",11
"106","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00848","chr4","40833669","40833769",0.00349784661503691,0.182369252313618,0.517962127452553,"stable",11
"107","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00851","chr4","40833969","40834069",0.00259585711335106,0.464893877700715,0.754874162112277,"stable",11
"108","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00852","chr4","40834069","40834169",-0.00118764011673837,0.602358217518873,0.833124826845978,"stable",11
"109","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00853","chr4","40834169","40834269",0.00157964685018628,0.726814211040635,0.891685271909227,"stable",11
"110","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00858","chr4","40834669","40834769",-0.00622326240224849,0.0793562002729833,0.364745664721154,"stable",11
"111","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00859","chr4","40834769","40834869",-0.0067784280445961,0.0720932046668751,0.349251060731214,"early",11
"112","chr4",40835809,40836199,"PHOX2B.00869,PHOX2B.00870,PHOX2B.00871,PHOX2B.00873","Region_40","PHOX2B.00869","chr4","40835769","40835869",0.00079178138954901,0.826349273350391,0.937081379191785,"stable",4
"113","chr4",40835809,40836199,"PHOX2B.00869,PHOX2B.00870,PHOX2B.00871,PHOX2B.00873","Region_40","PHOX2B.00870","chr4","40835869","40835969",-0.00297494470953219,0.454213576571599,0.748485257841312,"early",4
