"","Chr.region","start.region","end.region","bins","name","BINS","Chr.bin","start.bin","end.bin","coeff","pval","fdr","speed","no_bins"
"11","chr4",40749815,40752221,"PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00033","Region_1","PHOX2B.00028","chr4","40751669","40751769",-0.0206594942968037,0.00565549529919689,0.0409493687463162,"stable",12
"12","chr4",40749815,40752221,"PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00033","Region_1","PHOX2B.00033","chr4","40752169","40752269",0.0103852243855362,0.00485153415436023,0.0374398734025686,"stable",12
"13","chr4",40753682,40754138,"PHOX2B.00048,PHOX2B.00052","Region_2","PHOX2B.00048","chr4","40753669","40753769",0.0125574919863465,0.00543232736318888,0.039979088944269,"stable",2
"14","chr4",40753682,40754138,"PHOX2B.00048,PHOX2B.00052","Region_2","PHOX2B.00052","chr4","40754069","40754169",0.0122680401928535,0.00374316864511796,0.0320251350889789,"stable",2
"15","chr4",40755891,40756016,"PHOX2B.00070,PHOX2B.00071","Region_3","PHOX2B.00070","chr4","40755869","40755969",0.00909201964302342,0.00600390516720721,0.0422631719701843,"early",2
"16","chr4",40755891,40756016,"PHOX2B.00070,PHOX2B.00071","Region_3","PHOX2B.00071","chr4","40755969","40756069",0.0156338748651956,4.87534292574755e-05,0.00250862645376235,"early",2
"17","chr4",40756790,40756815,"PHOX2B.00079","Region_4","PHOX2B.00079","chr4","40756769","40756869",0.0121443588636209,0.00447082850132393,0.0357559373637686,"stable",1
"18","chr4",40758213,40758365,"PHOX2B.00093,PHOX2B.00094","Region_5","PHOX2B.00093","chr4","40758169","40758269",-0.0110750498197948,0.00538463807112527,0.0397384388629426,"stable",2
"19","chr4",40758213,40758365,"PHOX2B.00093,PHOX2B.00094","Region_5","PHOX2B.00094","chr4","40758269","40758369",-0.00938437104762249,0.0003288452384453,0.0074787662987151,"early",2
"20","chr4",40767877,40768050,"PHOX2B.00190,PHOX2B.00191","Region_6","PHOX2B.00190","chr4","40767869","40767969",-0.0244830936636927,0.00029891396398752,0.00705040651588617,"stable",2
"21","chr4",40767877,40768050,"PHOX2B.00190,PHOX2B.00191","Region_6","PHOX2B.00191","chr4","40767969","40768069",-0.0188462877133801,0.0027578307843515,0.0265663618702247,"early",2
"22","chr4",40768907,40769346,"PHOX2B.00200,PHOX2B.00204","Region_7","PHOX2B.00200","chr4","40768869","40768969",-0.0230578492487258,0.0032468859726569,0.0292842041118205,"stable",2
"23","chr4",40768907,40769346,"PHOX2B.00200,PHOX2B.00204","Region_7","PHOX2B.00204","chr4","40769269","40769369",0.0092824422288963,0.00195264503718038,0.0216558496047497,"early",2
"24","chr4",40771571,40771613,"PHOX2B.00227","Region_8","PHOX2B.00227","chr4","40771569","40771669",-0.0230563394397197,5.06331788009006e-05,0.00253808637214544,"early",1
"25","chr4",40774318,40774403,"PHOX2B.00254,PHOX2B.00255","Region_9","PHOX2B.00254","chr4","40774269","40774369",-0.0119548396662293,0.00411587538006929,0.0339202316151934,"stable",2
"26","chr4",40774318,40774403,"PHOX2B.00254,PHOX2B.00255","Region_9","PHOX2B.00255","chr4","40774369","40774469",-0.0170326267548707,0.0001783929175955,0.00528947652650629,"stable",2
"27","chr4",40775102,40775126,"PHOX2B.00262","Region_10","PHOX2B.00262","chr4","40775069","40775169",0.0105687339199219,0.00600726901710985,0.0422631719701843,"early",1
"28","chr4",40782282,40782324,"PHOX2B.00334","Region_11","PHOX2B.00334","chr4","40782269","40782369",0.0161423941337305,0.00285643716902438,0.027046431652478,"early",1
"29","chr4",40788273,40788848,"PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399","Region_12","PHOX2B.00394","chr4","40788269","40788369",0.0120938571895067,0.00133345450320951,0.017232889997815,"stable",4
"30","chr4",40788273,40788848,"PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399","Region_12","PHOX2B.00397","chr4","40788569","40788669",-0.0181978667409733,0.00036538438962758,0.0080346158142416,"stable",4
"31","chr4",40788273,40788848,"PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399","Region_12","PHOX2B.00398","chr4","40788669","40788769",-0.0225797414009901,0.00015446920846616,0.00491100489197641,"early",4
"32","chr4",40788273,40788848,"PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399","Region_12","PHOX2B.00399","chr4","40788769","40788869",-0.0236212588016948,0.00020371624721798,0.00572860237380388,"stable",4
"33","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00411","chr4","40789969","40790069",-0.0134491019885279,0.00231047197080619,0.0238948811179913,"stable",5
"34","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00412","chr4","40790069","40790169",-0.0174858493037695,0.00018922190352495,0.00545578947008231,"stable",5
"35","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00413","chr4","40790169","40790269",-0.0169053176354471,0.00022543001600059,0.00603178585212459,"stable",5
"36","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00418","chr4","40790669","40790769",-0.0108103946593556,0.00788159260007193,0.0496436433337111,"early",5
"37","chr4",40790002,40790942,"PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420","Region_13","PHOX2B.00420","chr4","40790869","40790969",-0.0165022219888791,0.00010012597282448,0.00383435839430495,"stable",5
"38","chr4",40792794,40792898,"PHOX2B.00439,PHOX2B.00440","Region_14","PHOX2B.00439","chr4","40792769","40792869",-0.0087747100124924,0.00762961489970819,0.0486984923541298,"stable",2
"39","chr4",40792794,40792898,"PHOX2B.00439,PHOX2B.00440","Region_14","PHOX2B.00440","chr4","40792869","40792969",-0.0116943023030522,0.00153703751933171,0.0187734050203733,"stable",2
"40","chr4",40793489,40793655,"PHOX2B.00446,PHOX2B.00447","Region_15","PHOX2B.00446","chr4","40793469","40793569",0.0127033008984354,0.00421381406122777,0.0345091148608776,"stable",2
"41","chr4",40793489,40793655,"PHOX2B.00446,PHOX2B.00447","Region_15","PHOX2B.00447","chr4","40793569","40793669",0.0158754522229544,7.22572889110131e-05,0.00316205760266616,"early",2
"42","chr4",40796691,40796948,"PHOX2B.00478,PHOX2B.00479,PHOX2B.00480","Region_16","PHOX2B.00478","chr4","40796669","40796769",-0.0158550118706124,0.00256167416646993,0.0254993315987361,"early",3
"43","chr4",40796691,40796948,"PHOX2B.00478,PHOX2B.00479,PHOX2B.00480","Region_16","PHOX2B.00479","chr4","40796769","40796869",-0.0296955283274686,1.73619650937009e-05,0.00143637786158277,"stable",3
"44","chr4",40796691,40796948,"PHOX2B.00478,PHOX2B.00479,PHOX2B.00480","Region_16","PHOX2B.00480","chr4","40796869","40796969",-0.0256386172818135,0.00020627024975227,0.00574998408264417,"stable",3
"45","chr4",40797689,40797952,"PHOX2B.00488,PHOX2B.00489,PHOX2B.00490","Region_17","PHOX2B.00488","chr4","40797669","40797769",-0.0146726105301032,0.00098122396568843,0.0143815750727987,"early",3
"46","chr4",40797689,40797952,"PHOX2B.00488,PHOX2B.00489,PHOX2B.00490","Region_17","PHOX2B.00489","chr4","40797769","40797869",-0.0215393150993869,0.0002451601586597,0.00634646026821387,"stable",3
"47","chr4",40797689,40797952,"PHOX2B.00488,PHOX2B.00489,PHOX2B.00490","Region_17","PHOX2B.00490","chr4","40797869","40797969",-0.0176763427542935,0.00431916982662663,0.0350458403739336,"early",3
"48","chr4",40798878,40799063,"PHOX2B.00500,PHOX2B.00501","Region_18","PHOX2B.00500","chr4","40798869","40798969",-0.0158063484112633,0.00239973773351314,0.0244516688212204,"stable",2
"49","chr4",40798878,40799063,"PHOX2B.00500,PHOX2B.00501","Region_18","PHOX2B.00501","chr4","40798969","40799069",-0.0209663696967983,0.00017416585981336,0.00522676630280569,"stable",2
"50","chr4",40800976,40801227,"PHOX2B.00521,PHOX2B.00522,PHOX2B.00523","Region_19","PHOX2B.00521","chr4","40800969","40801069",-0.0217424507749507,0.00583311168392098,0.0415909132786237,"stable",3
"51","chr4",40800976,40801227,"PHOX2B.00521,PHOX2B.00522,PHOX2B.00523","Region_19","PHOX2B.00522","chr4","40801069","40801169",-0.0254528097214409,0.00095689847558265,0.0141873846822231,"early",3
"52","chr4",40800976,40801227,"PHOX2B.00521,PHOX2B.00522,PHOX2B.00523","Region_19","PHOX2B.00523","chr4","40801169","40801269",-0.016063515263903,0.00170687457322314,0.0200813636021513,"stable",3
"53","chr4",40802110,40802544,"PHOX2B.00532,PHOX2B.00533,PHOX2B.00536","Region_20","PHOX2B.00532","chr4","40802069","40802169",0.0111036823762634,0.00524010989168737,0.0391556558171081,"stable",3
"54","chr4",40802110,40802544,"PHOX2B.00532,PHOX2B.00533,PHOX2B.00536","Region_20","PHOX2B.00533","chr4","40802169","40802269",0.0134498136658149,0.00048473146407602,0.00941482494046839,"stable",3
"55","chr4",40802110,40802544,"PHOX2B.00532,PHOX2B.00533,PHOX2B.00536","Region_20","PHOX2B.00536","chr4","40802469","40802569",-0.00998619089475754,0.00396623208966972,0.0332467665341086,"stable",3
"56","chr4",40803683,40803834,"PHOX2B.00548,PHOX2B.00549","Region_21","PHOX2B.00548","chr4","40803669","40803769",0.015087548878724,0.00284751737276714,0.0270255579028291,"early",2
"57","chr4",40803683,40803834,"PHOX2B.00548,PHOX2B.00549","Region_21","PHOX2B.00549","chr4","40803769","40803869",0.0108236160962088,0.00531980294476837,0.0395157077012057,"stable",2
"58","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00556","chr4","40804469","40804569",0.0115057064240083,0.00125106007853577,0.016542311543711,"early",5
"59","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00559","chr4","40804769","40804869",-0.0145922874237731,0.00441374770162028,0.0355373629341338,"stable",5
"60","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00560","chr4","40804869","40804969",-0.0202309016072314,0.00088183491652583,0.0136611024380274,"early",5
"61","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00561","chr4","40804969","40805069",-0.0201723328431071,0.00034126240093488,0.00771206909572162,"stable",5
"62","chr4",40804484,40805363,"PHOX2B.00556,PHOX2B.00559,PHOX2B.00560,PHOX2B.00561,PHOX2B.00564","Region_22","PHOX2B.00564","chr4","40805269","40805369",-0.0140414424691799,0.00155392113853602,0.018871621786302,"stable",5
"63","chr4",40806590,40807157,"PHOX2B.00577,PHOX2B.00578,PHOX2B.00581,PHOX2B.00582","Region_23","PHOX2B.00577","chr4","40806569","40806669",0.0174729189096695,6.90280101680138e-05,0.00305927457939129,"early",4
"64","chr4",40806590,40807157,"PHOX2B.00577,PHOX2B.00578,PHOX2B.00581,PHOX2B.00582","Region_23","PHOX2B.00578","chr4","40806669","40806769",0.0113619588238166,0.005694183113844,0.0411334013878243,"stable",4
"65","chr4",40806590,40807157,"PHOX2B.00577,PHOX2B.00578,PHOX2B.00581,PHOX2B.00582","Region_23","PHOX2B.00581","chr4","40806969","40807069",-0.0133841658716906,0.00015439074349057,0.00491100489197641,"early",4
"66","chr4",40806590,40807157,"PHOX2B.00577,PHOX2B.00578,PHOX2B.00581,PHOX2B.00582","Region_23","PHOX2B.00582","chr4","40807069","40807169",-0.00993205928329085,0.00568788198094021,0.0411056397438475,"early",4
"67","chr4",40808905,40808942,"PHOX2B.00600","Region_24","PHOX2B.00600","chr4","40808869","40808969",-0.0133229780914874,0.00770637464863392,0.048903010650145,"early",1
"68","chr4",40809780,40810848,"PHOX2B.00609,PHOX2B.00612,PHOX2B.00617,PHOX2B.00619","Region_25","PHOX2B.00609","chr4","40809769","40809869",0.0108156812300536,0.00764817874377859,0.0487123860281124,"early",4
"69","chr4",40809780,40810848,"PHOX2B.00609,PHOX2B.00612,PHOX2B.00617,PHOX2B.00619","Region_25","PHOX2B.00612","chr4","40810069","40810169",0.00830736894639037,0.00431742005294754,0.0350458403739336,"stable",4
"70","chr4",40809780,40810848,"PHOX2B.00609,PHOX2B.00612,PHOX2B.00617,PHOX2B.00619","Region_25","PHOX2B.00617","chr4","40810569","40810669",-0.011430824197201,0.00203983329758729,0.0222962800987111,"stable",4
"71","chr4",40809780,40810848,"PHOX2B.00609,PHOX2B.00612,PHOX2B.00617,PHOX2B.00619","Region_25","PHOX2B.00619","chr4","40810769","40810869",-0.0114883647791585,0.00449965185082619,0.0358973444473304,"early",4
"72","chr4",40811595,40811631,"PHOX2B.00627","Region_26","PHOX2B.00627","chr4","40811569","40811669",0.0097488425474678,0.00544199108989547,0.040020412047635,"early",1
"73","chr4",40816430,40816541,"PHOX2B.00675,PHOX2B.00676","Region_27","PHOX2B.00675","chr4","40816369","40816469",-0.0135215156212994,0.003099373754833,0.0284982096833307,"stable",2
"74","chr4",40816430,40816541,"PHOX2B.00675,PHOX2B.00676","Region_27","PHOX2B.00676","chr4","40816469","40816569",-0.0135671154861676,0.00440835805948556,0.0355281791945913,"stable",2
"75","chr4",40818796,40818868,"PHOX2B.00699","Region_28","PHOX2B.00699","chr4","40818769","40818869",-0.0280582969863847,0.00212659442099474,0.0227038923868349,"early",1
"76","chr4",40819970,40820068,"PHOX2B.00711","Region_29","PHOX2B.00711","chr4","40819969","40820069",-0.0108047484363533,2.15831257848431e-05,0.00166329314516097,"early",1
"77","chr4",40820708,40820860,"PHOX2B.00718,PHOX2B.00719","Region_30","PHOX2B.00718","chr4","40820669","40820769",-0.0270137079512702,0.00170848262932121,0.0200813636021513,"stable",2
"78","chr4",40820708,40820860,"PHOX2B.00718,PHOX2B.00719","Region_30","PHOX2B.00719","chr4","40820769","40820869",-0.0212298813967091,0.00701097873293891,0.0463234284278694,"stable",2
"79","chr4",40821686,40821932,"PHOX2B.00728,PHOX2B.00729,PHOX2B.00730","Region_31","PHOX2B.00728","chr4","40821669","40821769",-0.0216380685667611,6.24991697516692e-05,0.00289377441904147,"stable",3
"80","chr4",40821686,40821932,"PHOX2B.00728,PHOX2B.00729,PHOX2B.00730","Region_31","PHOX2B.00729","chr4","40821769","40821869",-0.0302579188180408,1.629400022928e-06,0.000373266528540068,"early",3
"81","chr4",40821686,40821932,"PHOX2B.00728,PHOX2B.00729,PHOX2B.00730","Region_31","PHOX2B.00730","chr4","40821869","40821969",-0.0224739943259061,0.00298598455136704,0.0278342361496717,"early",3
"82","chr4",40822782,40822957,"PHOX2B.00739,PHOX2B.00740","Region_32","PHOX2B.00739","chr4","40822769","40822869",-0.0190695899144589,0.00508538601470205,0.0384599936090574,"stable",2
"83","chr4",40822782,40822957,"PHOX2B.00739,PHOX2B.00740","Region_32","PHOX2B.00740","chr4","40822869","40822969",-0.0299818588610458,0.00020393508409048,0.00572860237380388,"stable",2
"84","chr4",40823797,40823865,"PHOX2B.00749","Region_33","PHOX2B.00749","chr4","40823769","40823869",-0.0141583183232702,0.00183279609914631,0.0208594948855651,"early",1
"85","chr4",40825500,40825729,"PHOX2B.00766,PHOX2B.00767,PHOX2B.00768","Region_34","PHOX2B.00766","chr4","40825469","40825569",-0.0173136759129297,0.00464462074034632,0.0364694814301483,"stable",3
"86","chr4",40825500,40825729,"PHOX2B.00766,PHOX2B.00767,PHOX2B.00768","Region_34","PHOX2B.00767","chr4","40825569","40825669",-0.0231043914071486,0.00079064396149495,0.0126049147781564,"early",3
"87","chr4",40825500,40825729,"PHOX2B.00766,PHOX2B.00767,PHOX2B.00768","Region_34","PHOX2B.00768","chr4","40825669","40825769",-0.0256517217321525,0.00038226639553722,0.0081818731801033,"stable",3
"88","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00783","chr4","40827169","40827269",-0.0121460618169372,0.00348902982429253,0.0307089714482337,"early",6
"89","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00784","chr4","40827269","40827369",-0.0198658012247685,0.00174406901056035,0.0202682877439894,"early",6
"90","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00785","chr4","40827369","40827469",-0.0234598580951822,0.00015773946147087,0.00496775332236791,"early",6
"91","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00786","chr4","40827469","40827569",-0.0236040217960712,0.00213061440208457,0.0227100819727004,"early",6
"92","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00787","chr4","40827569","40827669",-0.0245203992190818,0.00029090619316633,0.00699974714866264,"stable",6
"93","chr4",40827186,40827835,"PHOX2B.00783,PHOX2B.00784,PHOX2B.00785,PHOX2B.00786,PHOX2B.00787,PHOX2B.00789","Region_35","PHOX2B.00789","chr4","40827769","40827869",-0.0144115231728642,0.00151775952113767,0.0186765949021231,"stable",6
"94","chr4",40829299,40829854,"PHOX2B.00804,PHOX2B.00809","Region_36","PHOX2B.00804","chr4","40829269","40829369",-0.0168063794520162,0.00311840266710794,0.0286061699407823,"stable",2
"95","chr4",40829299,40829854,"PHOX2B.00804,PHOX2B.00809","Region_36","PHOX2B.00809","chr4","40829769","40829869",-0.0223510951883649,0.00222216675920449,0.0233132338231974,"early",2
"96","chr4",40831307,40831758,"PHOX2B.00824,PHOX2B.00826,PHOX2B.00827,PHOX2B.00828","Region_37","PHOX2B.00824","chr4","40831269","40831369",-0.0132260082515309,0.0026740476114748,0.0260716774411789,"stable",4
"97","chr4",40831307,40831758,"PHOX2B.00824,PHOX2B.00826,PHOX2B.00827,PHOX2B.00828","Region_37","PHOX2B.00826","chr4","40831469","40831569",-0.0152258205731915,0.00640844511080423,0.0439753122211792,"stable",4
"98","chr4",40831307,40831758,"PHOX2B.00824,PHOX2B.00826,PHOX2B.00827,PHOX2B.00828","Region_37","PHOX2B.00827","chr4","40831569","40831669",-0.0234549737521758,0.00037835826320974,0.00815371808718619,"early",4
"99","chr4",40831307,40831758,"PHOX2B.00824,PHOX2B.00826,PHOX2B.00827,PHOX2B.00828","Region_37","PHOX2B.00828","chr4","40831669","40831769",-0.0350808013613763,7.18528590105494e-07,0.000264491056221354,"stable",4
"100","chr4",40832273,40832348,"PHOX2B.00834","Region_38","PHOX2B.00834","chr4","40832269","40832369",-0.0142208391918085,0.00488775108671528,0.0375316257011874,"stable",1
"101","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00840","chr4","40832869","40832969",-0.0226962510855273,0.00111914017179651,0.0156301273046175,"early",11
"102","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00841","chr4","40832969","40833069",-0.0228536266160196,0.00027992275312498,0.00680242457506906,"stable",11
"103","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00842","chr4","40833069","40833169",-0.0232912647010103,0.00051444731355022,0.00978737477190026,"early",11
"104","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00846","chr4","40833469","40833569",-0.0235422531410309,2.32689108893851e-05,0.00171421143966162,"stable",11
"105","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00847","chr4","40833569","40833669",-0.0170343748254903,0.00254831720887252,0.0254420947367016,"stable",11
"106","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00848","chr4","40833669","40833769",-0.0105410052595519,0.00670990848264327,0.0451730271961527,"early",11
"107","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00851","chr4","40833969","40834069",-0.0154548266864669,0.00564953070447747,0.0409346195714804,"early",11
"108","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00852","chr4","40834069","40834169",-0.0205956142658601,0.00022775860030814,0.00607465242895219,"stable",11
"109","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00853","chr4","40834169","40834269",-0.0168360752580412,0.00371445689642121,0.0318384739512311,"early",11
"110","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00858","chr4","40834669","40834769",-0.0135399862529822,0.00766567268495101,0.0487485559054581,"early",11
"111","chr4",40832893,40834835,"PHOX2B.00840,PHOX2B.00841,PHOX2B.00842,PHOX2B.00846,PHOX2B.00847,PHOX2B.00848,PHOX2B.00851,PHOX2B.00852,PHOX2B.00853,PHOX2B.00858,PHOX2B.00859","Region_39","PHOX2B.00859","chr4","40834769","40834869",-0.0170232079182621,0.00018177499355952,0.00534012415373437,"stable",11
